נבדק ואושר,סוג נכס,מהות עסקה,מקור,"ת""ח",חלקה,גוש,תאריך עסקה,עיר,רחוב,מספר,כניסה,דירה,מחיר מוצהר,מחיר מוערך,שטח ברוטו,שטח נטו,מגרש,חדרים,מחיר למר,מחיר לחדר,גלריה,מרפסת,קומה,קומות,דירות בבנין,מעלית,חניה,מחסן,גג,חצר,שנת בניה,זכויות בניה,אחוזי בניה,תפקוד הבנין,מהות הזכות,תפקוד היחידה  ,שומה חלקים,,
לא,דירת מגורים,דירה בבית קומות,רשות,38,55,6769,12/12/2013,תל אביב -יפו,פטאי יוסף,14,,,3900001,3900001,75,75,,3,52000,1300000.33,,,1,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,5,36,7073,11/12/2013,תל אביב -יפו,גר צדק,12,,,144001,144001,58,,,2,2483,72000.5,,,1,3,,,,,,,1940,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,466,6107,11/12/2013,תל אביב -יפו,דרך מרדכי נמיר,110,,,2259999,2259999,101,,,3,22376,753333,,,6,7,,,,,,,1974,,,מגורים,בעלות,דירת גג )פנטהאוז(,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,27,7080,11/12/2013,תל אביב -יפו,דרור,14,,,1800000,1800000,114,114,,4,15789,450000,,,1,3,5,,,,,,1998,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,1,9,7428,11/12/2013,תל אביב -יפו,שריד,6,,,2350002,2350002,120,120,,4,19583,587500.5,,,1,4,8,,1,,,,2013,,,מגורים,בעלות,דירת גן,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,3,9,7428,11/12/2013,תל אביב -יפו,שריד,6,,,1550000,1550000,100,100,,3,15500,516666.67,,,1,4,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,50,8995,11/12/2013,תל אביב -יפו,יסעור,6,,,3600002,3600002,121,121,,4,29752,900000.5,,,0,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,53,103,7051,11/12/2013,תל אביב -יפו,פלורנטין,2,,,1360000,1360000,50,50,,2,27200,680000,,,5,5,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,16,103,7083,11/12/2013,תל אביב -יפו,אוריאל אקוסטה,1,,,1500000,1500000,58,58,,2.5,25862,600000,,,3,4,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,153,7109,11/12/2013,תל אביב -יפו,שד יהודית,32,,,1550000,1550000,47,47,,2,32979,775000,,,2,3,,,,,,,1935,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,172,6972,11/12/2013,תל אביב -יפו,"מלבי""ם",1,,,470001,470001,74,,,3,6351,156667,,,2,3,,,,,,,1940,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,148,7084,11/12/2013,תל אביב -יפו,הרצל,102,,,1300000,1300000,50,50,,2,26000,650000,,,3,6,19,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,35,14,9032,11/12/2013,תל אביב -יפו,איגר עקיבא,20,,0,1250000,1250000,50,0,0,3,25000,416666.67,0,,4,6,0,,0,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,9,7428,11/12/2013,תל אביב -יפו,שריד,6,,0,2350002,2350002,120,120,0,4,19583,587500.5,0,,1,4,8,,1,0,0,0,2013,,,מגורים,בעלות,דירת גן,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,3,9,7428,11/12/2013,תל אביב -יפו,שריד,6,,0,1550000,1550000,100,100,0,3,15500,516666.67,0,,1,4,0,,0,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,50,8995,11/12/2013,תל אביב -יפו,יסעור,6,,0,3600002,3600002,121,121,0,4,29752,900000.5,0,,0,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,31,117,6974,10/12/2013,תל אביב -יפו,בית חדש,9,,,1019998,1019998,54,,,3,18889,339999.33,,,4,4,,,,,,,1963,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,6,54,6958,10/12/2013,תל אביב -יפו,שמעון התרסי,8,,,850001,850001,47,,,2,18085,425000.5,,,1,2,,,,,,,1956,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,41,8,7259,10/12/2013,תל אביב -יפו,יהודה הימית,68,,,3300000,3300000,82,82,,2,40244,1650000,,,2,3,6,,,,,,1996,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,155,7051,10/12/2013,תל אביב -יפו,דרך שלמה,43,,,4823897,4823897,,136,,5,35470,964779.4,,,8,9,,,,,,,2014,,,מגורים,בעלות,דירה בבית קומות,1,,118
לא,דירת מגורים,דירה בבית קומות,רשות,-1,155,7051,10/12/2013,תל אביב -יפו,דרך שלמה,43,,,2045577,2045577,69,69,,3,29646,681859,,,8,9,36,,1,,,,2010,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,-2,155,7051,10/12/2013,תל אביב -יפו,דרך שלמה,43,,,230000,230000,79,79,,3,2911,76666.67,,,7,9,66,,1,,,,2012,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,583,155,7051,10/12/2013,תל אביב -יפו,דרך שלמה,43,,,2045577,2045577,69,69,,3,29646,681859,,,8,9,36,,1,,,,2010,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,671,155,7051,10/12/2013,תל אביב -יפו,דרך שלמה,43,,,230000,230000,79,79,,3,2911,76666.67,,,7,9,66,,1,,,,2012,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,206,7078,10/12/2013,תל אביב -יפו,ביירון,18,,,3300000,3300000,76,,,3,43421,1100000,,,3,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,5,97,7078,10/12/2013,תל אביב -יפו,דיזנגוף,145,,,1720001,1720001,58,,,2,29655,860000.5,,,3,4,,,,,,,1980,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,6,428,6107,10/12/2013,תל אביב -יפו,הרב טולידנו,8,,,3057499,3057499,90,,,4,33972,764374.75,,,2,7,,,,,,,1971,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,264,6623,10/12/2013,תל אביב -יפו,צ''מרינסקי ברוך,10,,,2610000,2610000,104,,,4,25096,652500,,,1,3,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,673,6336,10/12/2013,תל אביב -יפו,שמגר,15,,0,12555001,12555001,380,0,0,9,33039,1395000.11,0,,1,3,1,,0,0,0,0,2011,,,מגורים,בעלות,קוטג' דו-משפחתי,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,629,6106,09/12/2013,תל אביב -יפו,המשנה,8,,,2450002,2450002,64,57,,3,42982,816667.33,,,1,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,15,71,7091,09/12/2013,תל אביב -יפו,דיזנגוף,85,,,1520001,1520001,45,,,2,33778,760000.5,,,4,4,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,19,29,7451,09/12/2013,תל אביב -יפו,יבנה,9,,,2430000,2430000,56,,,3,43393,810000,,,3,4,,,,,,,2014,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,42,6110,09/12/2013,תל אביב -יפו,דרך בגין,144,,,2136749,2136749,,65,,3,32873,712249.67,,,25,50,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,14
לא,דירת מגורים,דירה בבית קומות,רשות,-1,42,6110,09/12/2013,תל אביב -יפו,דרך בגין,144,,,2136749,2136749,,65,,3,32873,712249.67,,,26,50,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,15
לא,דירת מגורים,דירה בבית קומות,רשות,0,677,6214,09/12/2013,תל אביב -יפו,בן נון יהושע,47,,0,5084745,5084745,0,150,0,5,33898,1016949,0,,5,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,14,168,7084,08/12/2013,תל אביב -יפו,פלורנטין,42,,,1280000,1280000,39,39,,3,32821,426666.67,,,3,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,30,22,6992,08/12/2013,תל אביב -יפו,נס לגויים,28,,,200000,200000,72,72,,3.5,2778,57142.86,,,8,8,32,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,0.25,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,12,6993,08/12/2013,תל אביב -יפו,שזר זלמן,30,,,450000,450000,76,76,,3,5921,150000,,,4,4,16,,,,,,1975,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,0.75,,9
לא,דירת מגורים,דירה בבית קומות,רשות,2,66,6947,08/12/2013,תל אביב -יפו,פרנקל ידידיה )הרב(,77,,3,1400000,1400000,44,44,,3,31818,466666.67,,,1,3,11,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,,5
לא,דירת מגורים,דירה בבית קומות,רשות,18,1,6956,08/12/2013,תל אביב -יפו,דיזנגוף,278,,,1000000,1000000,38,,,2,26316,500000,,,2,5,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,8,7024,08/12/2013,תל אביב -יפו,דאנטה,2,,,2085000,2085000,145,145,,5,14379,417000,,,2,2,8,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,11,595,6106,08/12/2013,תל אביב -יפו,בבלי,49,,,3300000,3300000,92,,,4,35870,825000,,,3,5,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,51,7071,08/12/2013,תל אביב -יפו,חנינא בן דוסא,26,,,1200000,1200000,,29,,1,41379,1200000,,,1,5,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,27,21,7074,08/12/2013,תל אביב -יפו,נחל הבשור,3,,,860000,860000,47,47,,2.5,18298,344000,,,3,5,40,,,,,,1976,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,1,186,6977,08/12/2013,תל אביב -יפו,מירון,12,,0,1225000,1225000,60,0,0,3,20417,408333.33,0,,1,3,0,,0,0,0,0,2006,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,27,21,7074,08/12/2013,תל אביב -יפו,נחל הבשור,3,,0,860000,860000,47,47,0,2.5,18298,344000,0,,3,5,40,,0,0,0,0,1976,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,1,10,9008,06/12/2013,תל אביב -יפו,בן אחיטוב,9,,,1400000,1400000,61,61,,3,22951,466666.67,,,1,1,2,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,1,10,9008,06/12/2013,תל אביב -יפו,בן אחיטוב,9,,0,900000,900000,61,61,0,3,14754,300000,0,,1,1,2,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,5,21,7428,05/12/2013,תל אביב -יפו,הסנה,14,,,170001,170001,19,19,,1,8947,170001,,,1,3,,,,,,,1930,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,150,7024,05/12/2013,תל אביב -יפו,למרטין,28,,,1250000,1250000,65,65,,3,19231,416666.67,,,1,1,1,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,16,7016,05/12/2013,תל אביב -יפו,"אפ""ק",2,,,849999,849999,50,,,2,17000,424999.5,,,2,10,,,,,,,2007,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,23,70,7074,05/12/2013,תל אביב -יפו,נחל הבשור,28,,,710000,710000,50,50,,2,14200,355000,,,3,4,8,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,73,7073,05/12/2013,תל אביב -יפו,שד ירושלים,135,,,1443296,1443296,,78,,3,18504,481098.67,,,2,5,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,40,50,7076,05/12/2013,תל אביב -יפו,דרך בן צבי,8,,,720000,720000,33,33,,2,21818,360000,,,2,3,15,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,5
לא,דירת מגורים,דירה בבית קומות,רשות,0,127,7071,05/12/2013,תל אביב -יפו,המלך חירם,6,,,3330000,3330000,119,119,,3,27983,1110000,,,1,3,9,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,3,430,6107,05/12/2013,תל אביב -יפו,הרב עוזיאל,3,,,2969999,2969999,93,,,4,31935,742499.75,,,1,7,,,,,,,1976,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,29,6958,05/12/2013,תל אביב -יפו,יוחנן הורקנוס,1,,,1900000,1900000,47,,,3,40426,633333.33,,,1,3,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,5,21,7428,05/12/2013,תל אביב -יפו,מנדס פרנס פייר,35,,0,170001,170001,19,19,0,1,8947,170001,0,,1,3,0,,0,0,0,0,1930,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,360,6214,05/12/2013,תל אביב -יפו,סוקולוב,32,,0,3720000,3720000,102,102,0,4,36471,930000,0,,4,5,15,,0,0,0,0,2014,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,25,309,6649,05/12/2013,תל אביב -יפו,ברגסון,3,,,3200000,3200000,128,,,5,25000,640000,,,7,11,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,52,1,7446,05/12/2013,תל אביב -יפו,לבונטין,30,,,1645807,1645807,,50,,2,32916,822903.5,,,3,6,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,819,6624,05/12/2013,תל אביב -יפו,פינקל שמעון,6,1,,7499999,7499999,348,,,6,21552,1249999.83,,,0,3,1,,,,,,2013,,,מגורים,בעלות,קוטג' חד-משפחתי,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,27,421,6107,04/12/2013,תל אביב -יפו,בבלי,10,,,3450000,3450000,105,,,5,32857,690000,,,5,7,,,,,,,1978,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,71,32,7072,04/12/2013,תל אביב -יפו,אלעזר בן צדוק,1,,,960000,960000,32,32,,2,30000,480000,,,3,3,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,1,201,6212,04/12/2013,תל אביב -יפו,שלומציון המלכה,19,,,3200001,3200001,90,,,3,35556,1066667,,,0,2,,,,,,,1960,,,מגורים,בעלות,דירת גן,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,24,31,7023,04/12/2013,תל אביב -יפו,אנגלו מיכאל,21,,,2232451,2232451,,94,,4,23749,558112.75,,,3,5,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,14,6943,04/12/2013,תל אביב -יפו,איגר עקיבא,12,2,0,1059999,1059999,51,0,0,2,20784,529999.5,0,,2,5,0,,0,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,12
לא,דירת מגורים,דירה בבית קומות,רשות,3,1,6913,03/12/2013,תל אביב -יפו,אידלסון,22,,,5000000,5000000,111,,,3,45045,1666666.67,,,1,3,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,4,916,6623,03/12/2013,תל אביב -יפו,דבורה הנביאה,30,,,2900000,2900000,106,106,,5,27358,580000,,,1,4,,,,,,,2000,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,39,7071,03/12/2013,תל אביב -יפו,שמעון הצדיק,17,,,1530000,1530000,62,62,,3,24677,510000,,,1,4,13,,,,,,2010,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,27,7072,03/12/2013,תל אביב -יפו,בית אשל,31,,,700000,700000,70,70,,3,10000,233333.33,,,2,4,,,,,,,2010,,,מגורים,בעלות,דירה בבית קומות,0.5,,8
לא,דירת מגורים,דירה בבית קומות,רשות,10,160,6212,03/12/2013,תל אביב -יפו,שלומציון המלכה,44,,,2140000,2140000,61,61,,2,35082,1070000,,,2,4,16,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,3,281,6107,02/12/2013,תל אביב -יפו,הזוהר,16,,,2875001,2875001,90,,,4,31944,718750.25,,,1,4,,,,,,,1968,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,5,873,6623,02/12/2013,תל אביב -יפו,דבורה הנביאה,16,,,2349999,2349999,100,,,4,23500,587499.75,,,2,5,,,,,,,2001,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,45,7079,02/12/2013,תל אביב -יפו,יפת,13,,,1450000,1450000,64,64,,2.5,22656,580000,,,2,5,,,1,,,,2011,,,מגורים,בעלות,דירה בבית קומות,1,,10
לא,דירת מגורים,דירה בבית קומות,רשות,393,7,6912,02/12/2013,תל אביב -יפו,בית לחם,10,,,1144498,1144498,,64,,2,17883,572249,,,1,7,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,80,7078,02/12/2013,תל אביב -יפו,גורדון י ל,29,,,454999,454999,12,,,1,37917,454999,,,0,4,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,38,103,7051,02/12/2013,תל אביב -יפו,פלורנטין,2,,,1365000,1365000,42,42,,2,32500,682500,,,4,9,71,,,,,,2012,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,12,88,7045,01/12/2013,תל אביב -יפו,שד ירושלים,112,,,1120000,1120000,50,50,,2,22400,560000,,,1,4,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,163,6107,01/12/2013,תל אביב -יפו,בירנבוים,12,,,3000000,3000000,55,,,2,54545,1500000,,,6,6,,,2,,152,,2005,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,554,6106,01/12/2013,תל אביב -יפו,בבלי,35,,,900000,900000,70,,,3,12857,300000,,,3,4,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,0.5,,1
לא,דירת מגורים,דירה בבית קומות,רשות,196,1396,6213,01/12/2013,תל אביב -יפו,פנקס,54,,,4800000,4800000,117,,,4,41026,1200000,,,14,15,,,,,,,1990,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,0,135,6973,01/12/2013,תל אביב -יפו,"רלב""ג",8,,,1800000,1800000,120,120,,5,15000,360000,,,1,1,,,,,,,1950,,,מגורים,בעלות,קוטג' חד-משפחתי,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,12,88,7045,01/12/2013,תל אביב -יפו,שד ירושלים,4,,12,1120000,1120000,50,50,,2,22400,560000,,,1,4,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,18,6962,01/12/2013,תל אביב -יפו,יורדי הסירה,17,,,4500000,4500000,81,,,3.5,55556,1285714.29,,,4,6,,,,,,,2011,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,17,16,7098,28/11/2013,תל אביב -יפו,לה גארדיה,30,,,1249000,1249000,80,,,3.5,15613,356857.14,,,3,3,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,3
לא,דירת מגורים,דירה בבית קומות,רשות,0,126,7109,28/11/2013,תל אביב -יפו,שד יהודית,14,,,4219999,4219999,,110,,5,38364,843999.8,,,3,6,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,89,288,6130,28/11/2013,תל אביב -יפו,דרך ההגנה,132,,,1370000,1370000,54,54,,4,25370,342500,,,7,8,32,,,,,,1980,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,193,6217,28/11/2013,תל אביב -יפו,מודיליאני,18,,,2000000,2000000,59,59,,3,33898,666666.67,,,0,4,9,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,59,6993,28/11/2013,תל אביב -יפו,גרינבוים,36,,,900000,900000,75,,,3,12000,300000,,,3,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,10,309,6107,28/11/2013,תל אביב -יפו,דרך נמיר מרדכי,105,,,1499999,1499999,61,,,2.5,24590,599999.6,,,3,4,,,,,,,1965,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,46,46,7018,28/11/2013,תל אביב -יפו,רבי פנחס,4,,,1549998,1549998,64,,,2,24219,774999,,,1,4,,,,,,,2003,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,44,141,7023,28/11/2013,תל אביב -יפו,קיוסו אלברט,16,,,1100000,1100000,61,,,3,18033,366666.67,,,7,7,,,,,,,1983,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,1,6913,28/11/2013,תל אביב -יפו,אידלסון,22,,,3250000,3250000,67,67,,3,48507,1083333.33,,,1,3,,,,,,,1926,,,מגורים,בעלות,דירה בבית קומות,1,,5
לא,דירת מגורים,דירה בבית קומות,רשות,3,11,8996,28/11/2013,תל אביב -יפו,בית פלט,8,,,1987432,1987432,,90,,4,22083,496858,,,5,5,6,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,3,9018,28/11/2013,תל אביב -יפו,אבן סינא,62,,,2270001,2270001,94,,,3,24149,756667,,,2,2,,,,,,,2000,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,38,6962,28/11/2013,תל אביב -יפו,בן יהודה,258,,,1680000,1680000,50,,,3,33600,560000,,,2,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,8
לא,דירת מגורים,דירה בבית קומות,רשות,6,113,7001,28/11/2013,תל אביב -יפו,הכרמל,11,,,2900000,2900000,255,255,,4,11373,725000,,,1,3,7,,,,,,1940,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,14,1,7446,28/11/2013,תל אביב -יפו,לבונטין,30,,,1732939,1732939,,52,,2,33326,866469.5,,,4,6,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,4
לא,דירת מגורים,דירה בבית קומות,רשות,0,1,7446,28/11/2013,תל אביב -יפו,לבונטין,1,,,1717001,1717001,,51,,2,33667,858500.5,,,4,6,,,,,,,2014,,,מגורים,בעלות,דירה בבית קומות,1,,12
לא,דירת מגורים,דירה בבית קומות,רשות,9,3,9018,28/11/2013,תל אביב -יפו,קדם,57,,0,2270001,2270001,94,0,0,3,24149,756667,0,,2,2,0,,0,0,0,0,2000,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,11,8996,28/11/2013,תל אביב -יפו,בית פלט,8,,0,1987432,1987432,0,90,0,4,22083,496858,0,,5,5,6,,0,0,0,0,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,9,7428,27/11/2013,תל אביב -יפו,שריד,6,,,1400000,1400000,100,100,,3,14000,466666.67,,,2,4,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,25,7080,27/11/2013,תל אביב -יפו,יהודה הימית,26,,,1550000,1550000,65,65,,3,23846,516666.67,,,2,3,9,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,38,7017,27/11/2013,תל אביב -יפו,בן שטח שמעון,6,,,2200000,2200000,102,102,,4,21569,550000,,,1,4,12,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,20,313,6107,27/11/2013,תל אביב -יפו,הרב הרצוג,13,,,2499999,2499999,71,,,3,35211,833333,,,5,6,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,121,725,6108,27/11/2013,תל אביב -יפו,אלוני ניסים,12,,,2450000,2450000,74,,,2,33108,1225000,,,5,29,,,,,,,2010,,,מגורים,חכירה מאחר 49 שנים,דירה בבית קומות,1,,2
לא,דירת מגורים,דירה בבית קומות,רשות,5,199,6972,27/11/2013,תל אביב -יפו,המלך חזקיהו,25,,,1600001,1600001,91,,,3,17582,533333.67,,,2,4,,,,,,,2013,,,מגורים,בעלות,דירה בבית קומות,1,,1
לא,דירת מגורים,דירה בבית קומות,רשות,19,488,6133,27/11/2013,תל אביב -יפו,עמק איילון,19,,,1200000,1200000,48,48,,2,25000,600000,,,3,3,24,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1,,2
