OBJECTID,POP_2018,USETYPE,USETYPECOD,CITY,MAINUSE,TAZAREA,SUMACCIDEN,DEAD,SEVER_INJ,SLIGH_INJ,PEDESTRINJ,INJ0_19,INJ20_64,INJ65_,INJTOTAL,TOTDRIVERS,MOTORCYCLE,TRUCK,BICYCLE,PRIVATE,VEHICLE,Shape_Length,Shape_Area,CITYCODE,ACC_INDEX,YEARMONTH
6328,1832,מגורים,1,גבעת זאב,מגורים,1127420,10,1,0,15,1,3,9,4,16,19,2,0,0,16,19,4106.682664,1127419.832,0,8.869808944,202012
6329,4955,מגורים,1,קריית אונו,מגורים,368818,9,0,1,13,3,2,11,1,14,16,1,0,0,14,16,2569.037198,368817.5244,2620,24.40227972,202012
6330,871,מגורים,1,בית נחמיה,מגורים,5133441,15,2,8,28,2,9,26,2,38,28,3,4,1,14,28,11905.53866,5133441.079,0,2.922016636,202012
6331,0,עתידי/לא ידוע,5,חבלה,לא ידוע,21043777,3,0,1,6,1,0,7,0,7,5,1,0,0,3,5,29164.19455,21043777.38,0,0.14255996,202012
6332,5922,מגורים,1,ראשון לציון,מגורים,630471,4,0,2,5,3,2,5,0,7,8,1,0,0,6,8,3275.865506,630470.8106,8300,6.344463108,202012
6333,2018,מגורים,1,גדות מחניים משמר הירדן,מגורים,19156412,36,0,8,72,1,12,64,4,80,66,5,3,0,46,66,32756.24132,19156412.2,0,1.879266326,202012
6334,0,מוסדי/ציבורי,2,ירושלים,מתחם ציבורי,332304,28,0,7,28,14,9,20,4,35,40,9,1,1,23,40,2930.942509,332303.7784,3000,84.26019548,202012
6335,0,תעשיה/מסחר/מתקנים,4,קריית ביאליק,תעשיה,562796,4,0,0,16,0,3,13,0,16,11,0,0,0,11,11,3313.224077,562796.402,9500,7.107371055,202012
6336,0,פנאי/טבע/ספורט,3,רמת השרון,שטח פתוח,543863,5,0,0,10,0,1,9,0,10,14,0,3,0,10,14,3902.431066,543863.4011,2650,9.193491743,202012
6337,4752,מגורים,1,באר שבע,מגורים,517903,48,0,0,95,1,12,77,6,95,102,0,0,0,83,102,3185.11714,517902.5098,9000,92.68144807,202012
6338,4255,מגורים,1,כפר סבא,מגורים,558061,16,0,0,27,2,3,21,3,27,31,0,0,1,28,31,3878.350731,558061.1125,6900,28.67070087,202012
6339,4244,מגורים,1,ירושלים,מגורים,508547,2,0,0,3,0,1,2,0,3,4,1,0,0,2,4,4470.887449,508547.3648,3000,3.932773175,202012
6340,2893,מגורים,1,בורסה רמת גן וגבעתיים,מגורים+תעסוקה,339593,63,2,13,63,15,3,64,10,78,112,23,4,6,45,112,3768.194338,339593.3324,0,185.5161914,202012
6341,6469,מגורים,1,טייבה,מגורים,1296037,5,0,0,12,0,3,7,2,12,11,0,0,0,9,11,5404.927793,1296037.412,2730,3.85791455,202012
6342,3168,מגורים,1,יקנעם עילית,מגורים,1079568,4,0,0,5,5,3,2,0,5,4,1,0,0,3,4,5411.2723,1079567.52,240,3.705185778,202012
6343,2565,מגורים,1,פתח תקווה,מגורים,957468,3,0,0,3,2,0,1,2,3,4,0,0,0,4,4,3916.850725,957467.5569,7900,3.133263984,202012
6344,5003,מגורים,1,ירושלים,מגורים,225664,6,0,0,8,4,3,3,2,8,9,2,0,0,6,9,2188.570366,225664.4482,3000,26.58820193,202012
6345,6051,מגורים,1,תל אביב -יפו,מגורים,268845,51,0,8,49,31,6,29,20,57,78,14,0,5,45,78,2173.55986,268845.0937,5000,189.700385,202012
6346,0,תעשיה/מסחר/מתקנים,4,חיפה,תעשיה,284533,10,0,4,17,1,2,14,3,21,19,0,0,2,13,19,2192.489351,284533.3947,4000,35.14530828,202012
6347,4788,מגורים,1,שדרות,מגורים,797279,8,0,1,9,7,3,4,3,10,10,1,0,0,8,10,4572.134662,797279.2437,1031,10.03412858,202012
6348,0,תעשיה/מסחר/מתקנים,4,נתניה,תעשיה,1342620,15,0,0,24,2,2,20,2,24,30,2,0,1,24,30,4660.258194,1342619.682,7400,11.17218573,202012
6349,3985,מגורים,1,כרמיאל,מגורים,602816,18,1,2,31,6,2,25,5,34,34,1,0,1,26,34,3613.044561,602815.5244,1139,29.85985773,202012
6350,3973,מגורים,1,אזור,מגורים,533191,27,1,7,24,12,3,23,4,32,40,7,1,3,22,40,3405.353066,533190.6507,565,50.63851415,202012
6351,2561,מגורים,1,עכו,מגורים,608412,3,0,0,3,1,1,2,0,3,5,1,1,0,3,5,3744.431247,608411.6211,7600,4.930869214,202012
6352,0,מוסדי/ציבורי,2,מחמה נחשונים,בסיס צבאי,8389016,18,0,5,28,0,5,26,2,33,36,2,3,2,23,36,17409.16949,8389015.943,0,2.145662852,202012
6353,0,עתידי/לא ידוע,5,ג'ינסאפוט,לא ידוע,34229315,42,1,7,94,1,20,73,7,102,87,4,1,0,57,87,35212.48435,34229315.18,0,1.22701842,202012
6354,0,מוסדי/ציבורי,2,ראשון לציון,מוסדי,1904793,13,0,5,13,1,1,14,2,18,27,6,1,1,16,27,6037.500322,1904793.055,8300,6.824888584,202012
6355,4636,מגורים,1,הרצלייה,מגורים,720217,7,0,1,8,5,4,5,0,9,10,3,0,1,6,10,4054.82353,720217.2875,6400,9.719292935,202012
6356,5396,מגורים,1,אשדוד,מגורים,266070,36,1,8,46,15,14,26,15,55,62,7,2,0,47,62,2268.778927,266070.2873,70,135.3027399,202012
6357,2868,מגורים,1,באר שבע,מגורים,786544,4,0,0,4,0,2,2,0,4,8,0,0,1,4,8,4137.669746,786543.9638,9000,5.085538762,202012
6358,6484,מגורים,1,בני ברק,מגורים,277490,21,0,6,21,10,12,14,1,27,31,7,0,2,13,31,2254.901546,277490.148,6100,75.67840283,202012
6359,8102,מגורים,1,יפיע,מגורים,1763873,14,0,7,36,3,9,31,3,43,28,1,0,0,21,28,6748.58606,1763873.107,499,7.93707937,202012
6360,522,מגורים,1,אייל,מגורים,4553880,46,2,12,81,4,16,72,7,95,90,4,3,0,69,90,11364.92026,4553880.488,0,10.10127627,202012
6361,0,תעשיה/מסחר/מתקנים,4,מועצה אזורית מנשה,כרייה,7615545,63,1,15,150,2,36,119,11,166,133,6,3,0,107,133,19505.30476,7615544.547,0,8.272553048,202012
6362,0,עתידי/לא ידוע,5,מחנה ענתות,לא ידוע,2110120,7,0,1,18,0,6,13,0,19,16,0,2,0,8,16,6050.755005,2110119.964,0,3.317346881,202012
6363,3563,מגורים,1,פתח תקווה,מגורים,397458,5,0,1,4,2,0,3,2,5,8,1,0,0,7,8,2800.283887,397457.7783,7900,12.57994555,202012
6364,2263,מגורים,1,ירושלים,מגורים,201239,3,0,0,3,2,1,2,0,3,4,0,0,0,4,4,2361.535253,201239.1739,3000,14.90764713,202012
6365,6123,מגורים,1,תל אביב -יפו,מגורים,400484,121,0,16,132,23,5,132,11,148,225,66,1,6,95,225,2733.992507,400483.5526,5000,302.1344174,202012
6366,4223,מגורים,1,טירת כרמל,מגורים,496290,15,0,0,23,11,8,13,1,23,22,0,0,0,19,22,3745.432301,496290.0689,2100,30.22426404,202012
6367,5260,מגורים,1,קריית גת,מגורים,235034,2,0,0,2,2,0,1,1,2,2,0,0,0,2,2,2176.51883,235033.9475,2630,8.50940715,202012
6368,5137,מגורים,1,ראש העין,מגורים,1324257,5,0,0,11,0,4,5,2,11,9,1,0,0,8,9,5193.557674,1324256.637,2640,3.775702148,202012
6369,3866,מגורים,1,כרמיאל,מגורים,630959,15,0,3,19,7,8,9,5,22,23,1,0,1,18,23,3715.912388,630958.6032,1139,23.77333551,202012
6370,3771,מגורים,1,בת ים,מגורים,220603,5,0,0,6,1,0,5,1,6,9,0,0,0,7,9,2775.910968,220602.6726,6200,22.66514961,202012
6371,5812,מגורים,1,עכו,מגורים,361745,14,0,0,21,11,7,10,4,21,25,0,0,1,18,25,3354.059979,361745.005,7600,38.70129511,202012
6372,5552,מגורים,1,גן יבנה,מגורים,1634088,5,0,0,8,2,1,7,0,8,8,0,0,0,6,8,7860.988717,1634088.464,166,3.059810732,202012
6373,10859,מגורים,1,כפר תפוח שילה מגדלים עלי רחלים,מגורים,40616995,58,6,11,174,1,28,144,16,191,131,0,6,0,89,131,58357.11111,40616994.6,0,1.427973684,202012
6374,0,פנאי/טבע/ספורט,3,עכו,שטח פתוח,946195,9,1,1,17,1,0,17,2,19,21,3,0,0,15,21,4440.196829,946195.1938,7600,9.511781398,202012
6375,19190,מגורים,1,ראשון לציון,מגורים,1221012,37,0,5,43,16,13,24,9,48,60,9,0,4,39,60,5006.169882,1221011.615,8300,30.30273249,202012
6376,3335,מגורים,1,ירושלים,מגורים,285834,15,1,2,13,5,2,12,2,16,25,3,0,0,18,25,2226.742648,285833.8111,3000,52.47801171,202012
6377,3536,מגורים,1,הרצלייה,מגורים,348949,14,0,2,15,2,4,9,4,17,28,3,1,1,20,28,2925.151764,348948.7787,6400,40.12047606,202012
6378,4458,מגורים,1,קריית אתא,מגורים,1075152,16,0,4,22,6,6,16,4,26,30,2,1,0,23,30,4658.733144,1075152.106,6800,14.88161674,202012
6379,5272,מגורים,1,אשדוד,מגורים,292898,13,0,2,13,5,4,7,3,15,21,3,0,0,18,21,2066.696543,292897.6171,70,44.38405179,202012
6380,0,תעשיה/מסחר/מתקנים,4,באר שבע,תעשיה,493995,2,0,0,3,0,0,2,1,3,4,0,0,0,2,4,2931.488572,493995.4631,9000,4.048623974,202012
6381,11596,מגורים,1,גבעתיים,מגורים,509125,35,1,9,35,17,4,24,16,45,57,11,0,3,30,57,3509.531054,509124.5327,6300,68.74539651,202012
6382,0,תעשיה/מסחר/מתקנים,4,חיפה,תעשיה,635029,28,2,7,48,7,8,41,8,57,52,4,0,0,36,52,3944.107793,635028.875,4000,44.09247452,202012
6383,4184,מגורים,1,מגל להבות חביבה שדה יצחק מאור,מגורים,18734317,50,3,13,94,0,17,85,4,110,95,3,5,4,65,95,33824.67868,18734317.32,0,2.668899005,202012
6384,7256,מגורים,1,לוד,מגורים,445464,16,0,4,22,6,3,19,3,26,27,2,0,1,21,27,3884.031863,445464.1743,7000,35.91760501,202012
6385,1297,מגורים,1,ירושלים,מגורים,1489417,3,0,1,7,0,0,7,1,8,7,0,0,0,4,7,5788.072068,1489417.381,3000,2.01421093,202012
6386,0,פנאי/טבע/ספורט,3,תל אביב -יפו,אצטדיון+ בית עלמין,420132,96,0,15,158,7,24,120,28,173,203,33,3,6,122,203,2650.950821,420132.2486,5000,228.4996144,202012
6387,4885,מגורים,1,חיפה,מגורים,550711,53,1,8,79,20,18,58,10,88,90,8,0,0,73,90,3295.329008,550710.6203,4000,96.23922529,202012
6388,4132,מגורים,1,קריית גת,מגורים,3794624,4,0,0,9,0,0,9,0,9,8,0,0,0,7,8,10533.63777,3794624.254,2630,1.054122885,202012
6389,7535,מגורים,1,מודיעין-מכבים-רעות*,מגורים,540883,3,0,1,2,2,0,2,1,3,4,0,0,0,3,4,3565.414794,540883.2576,1200,5.546486024,202012
6390,11663,מגורים,1,חולון,מגורים,579166,110,0,11,137,50,21,87,35,148,179,23,0,4,106,179,3110.112864,579165.9653,6600,189.9282762,202012
6391,32,תעשיה/מסחר/מתקנים,4,נהרייה,תעשיה,1343947,29,0,3,68,0,11,51,9,71,64,5,0,0,52,64,5445.633396,1343947.436,9100,21.57823188,202012
6392,5552,מגורים,1,גן יבנה,מגורים,2239709,7,0,1,15,4,7,9,0,16,12,0,0,0,12,12,7182.416959,2239708.947,166,3.125406024,202012
6393,0,עתידי/לא ידוע,5,סלפית,לא ידוע,25657075,2,0,1,2,0,0,2,1,3,3,1,0,0,2,3,27323.6412,25657075.07,0,0.077951208,202012
6394,11658,מגורים,1,רחובות,מגורים,543943,19,1,3,20,12,5,7,9,24,27,3,1,1,18,27,3234.00268,543943.2236,8400,34.93013055,202012
6395,4371,מגורים,1,הרצלייה,מגורים,1905616,23,0,2,23,3,3,20,2,25,42,9,0,1,24,42,6027.617775,1905615.638,6400,12.069588,202012
6396,2863,מגורים,1,"כרם מהר""""ל צרופה הבונים עופר",מגורים,48942852,15,1,1,27,1,5,20,3,29,28,0,0,0,26,28,46528.87031,48942851.81,0,0.306479892,202012
6397,4837,מגורים,1,יבנה,מגורים,1014022,10,1,1,16,4,4,13,1,18,18,2,0,0,11,18,4248.051181,1014022.407,2660,9.861718977,202012
6398,3025,מגורים,1,באר שבע,מגורים,286660,19,0,1,39,5,7,31,1,40,37,4,0,0,27,37,2445.888704,286659.8692,9000,66.28061118,202012
6399,0,תעשיה/מסחר/מתקנים,4,רעננה,תעשיה,295258,6,0,1,8,1,2,6,1,9,10,1,0,1,6,10,2459.232205,295257.7689,8700,20.3212106,202012
6400,4102,מגורים,1,שעלבים נוף איילון,מגורים,7654209,1,0,0,2,0,0,1,1,2,2,0,0,0,2,2,17305.39803,7654209.497,0,0.130647073,202012
6401,9291,מגורים,1,חיפה,מגורים,321746,34,0,4,41,24,10,25,10,45,52,3,1,2,36,52,3108.738635,321746.3004,4000,105.6734194,202012
6402,8571,מגורים,1,כפר סבא,מגורים,473210,36,0,3,37,22,4,24,12,40,54,8,2,0,35,54,2797.00837,473210.0919,6900,76.07616069,202012
6403,7817,מגורים,1,אור עקיבא,מגורים,1417725,25,0,4,30,12,8,21,5,34,42,0,1,2,35,42,5495.490554,1417724.924,1020,17.63388527,202012
6404,0,עתידי/לא ידוע,5,מעלה אדומים,לא ידוע,1188371,7,0,1,14,1,3,11,1,15,14,0,0,0,9,14,4483.584771,1188371.267,0,5.890416377,202012
6405,4385,מגורים,1,נס ציונה,מגורים,353585,6,0,2,10,1,3,8,1,12,10,2,0,0,8,10,2525.322449,353584.6963,7200,16.96904563,202012
6406,6617,מגורים,1,נצרת עילית,מגורים,805403,8,0,0,11,2,2,8,1,11,12,0,0,0,12,12,4864.138687,805403.0535,1061,9.932915571,202012
6407,3145,מגורים,1,תל אביב -יפו,מגורים,250263,23,0,9,27,8,8,21,7,36,41,15,1,3,19,41,2250.110739,250262.8703,5000,91.90331771,202012
6408,3984,מגורים,1,קריית ים,מגורים,1004452,11,0,3,22,3,5,17,3,25,18,1,0,0,16,18,4114.354693,1004451.716,9600,10.95124506,202012
6409,9644,מגורים,1,חולון,מגורים,413898,78,1,13,84,28,12,72,14,98,137,29,1,3,86,137,2664.574596,413897.7261,6600,188.4522274,202012
6410,5927,מגורים,1,ג'דיידה-מכר,מגורים,3060044,18,1,3,51,0,15,37,3,55,44,3,4,0,33,44,9076.615841,3060043.693,0,5.88226836,202012
6411,1495,מגורים,1,כפר סירקין,מגורים,4878245,30,0,10,66,0,15,55,5,76,65,10,3,0,42,65,11134.87701,4878245.055,0,6.149752626,202012
6412,0,תעשיה/מסחר/מתקנים,4,חיפה,מסחר ותחנה מרכזית,629456,12,0,2,25,2,4,21,2,27,22,0,0,0,17,22,4401.88525,629456.0983,4000,19.06408073,202012
6413,9657,מגורים,1,רחובות,מגורים,622818,32,1,0,56,13,19,27,10,57,53,6,0,1,39,53,3859.055279,622818.1597,8400,51.37937568,202012
6414,2704,מגורים,1,ירושלים,מגורים,347804,12,0,3,14,3,3,9,5,17,19,1,0,0,11,19,2674.695485,347803.5798,3000,34.50219089,202012
6415,2223,מגורים,1,דורות רוחמה  יכיני,מגורים,102333923,20,3,7,33,1,5,31,6,43,40,0,1,0,30,40,78400.72041,102333922.6,0,0.195438613,202012
6416,3996,מגורים,1,רמת השרון,מגורים,417343,18,0,4,16,13,3,10,7,20,23,1,0,0,21,23,3238.795079,417342.8713,2650,43.1299914,202012
6417,434,מגורים,1,דור,מגורים,2600900,2,0,3,1,0,0,3,1,4,5,2,0,0,2,5,9390.422098,2600899.723,0,0.768964589,202012
6418,2515,מגורים,1,יבנה,מגורים,907299,2,0,0,3,1,0,2,1,3,3,1,0,0,2,3,4187.641352,907298.8748,2660,2.204344984,202012
6419,2946,מגורים,1,מנחמיה אשדות יעקב (מאוחד) אשדות יעקב (איחוד) גשר,מגורים,28685668,16,1,2,42,0,8,31,4,45,31,0,2,0,23,31,41294.76106,28685667.96,0,0.557769824,202012
6420,3771,מגורים,1,ביתר עילית,מגורים,359283,17,1,2,23,11,8,17,1,26,26,0,0,1,18,26,3243.65903,359283.2305,0,47.31646084,202012
6421,3338,מגורים,1,גבעת שמואל,מגורים,617947,20,1,4,19,7,4,17,3,24,39,6,5,1,24,39,3987.256722,617947.3673,681,32.36523521,202012
6422,3850,מגורים,1,ירושלים,מגורים,708728,1,0,0,3,0,2,1,0,3,2,0,0,0,2,2,3968.927097,708728.2579,3000,1.410978542,202012
6423,1017,מגורים,1,תל אביב -יפו,מגורים,255309,12,1,1,11,4,1,12,0,13,20,4,0,1,12,20,2239.845352,255309.4641,5000,47.00186832,202012
6424,1935,מגורים,1,חיפה,מגורים,262256,12,0,0,22,2,2,17,3,22,24,1,2,0,18,24,2345.563794,262256.4444,4000,45.75681777,202012
6425,4879,מגורים,1,נתניה,מגורים,378290,15,0,3,20,4,5,13,5,23,24,2,0,0,16,24,2607.271264,378289.6012,7400,39.65211874,202012
6426,4633,מגורים,1,מעלה אדומים,מגורים,887672,5,0,1,5,2,1,5,0,6,8,2,0,0,6,8,4323.407962,887672.4204,0,5.632711182,202012
6427,11255,מגורים,1,ראשון לציון,מגורים,1090960,13,0,0,22,5,5,15,2,22,21,3,0,0,15,21,5476.747591,1090960.319,8300,11.91611058,202012
6428,3240,מגורים,1,נצרת עילית,מגורים,505713,16,0,1,25,9,4,17,5,26,23,1,0,0,19,23,4442.765139,505713.4595,1061,31.63849852,202012
6429,5177,מגורים,1,תל אביב -יפו,מגורים,397555,47,0,10,44,16,5,37,11,54,80,19,1,3,42,80,2592.863274,397555.1248,5000,118.2226359,202012
6430,2809,מגורים,1,כוכב השחר רימונים,מגורים,8192567,4,0,0,19,0,10,9,0,19,7,0,0,0,4,7,15170.00035,8192566.77,0,0.488247457,202012
6431,0,תעשיה/מסחר/מתקנים,4,דימונה,תעשיה,8761886,35,1,7,96,2,13,84,7,104,76,1,2,0,55,76,15620.68034,8761886.2,2200,3.994573771,202012
6432,1642,מגורים,1,צפת,מגורים,4925226,6,0,2,14,0,2,14,0,16,13,0,2,0,10,13,10496.06214,4925226.123,8000,1.21821821,202012
6433,17812,מגורים,1,בית שמש,מגורים,610724,14,0,7,9,12,9,6,0,16,17,0,0,0,13,17,4572.88116,610723.7736,2610,22.92361198,202012
6434,0,תעשיה/מסחר/מתקנים,4,חולון,תעשיה,696651,38,0,1,56,10,0,42,12,57,70,6,2,1,55,70,3664.579629,696651.1978,6600,54.54668119,202012
6435,4223,מגורים,1,מעלות-תרשיחא,מגורים,864320,3,0,0,7,1,0,6,1,7,4,0,0,0,4,4,5385.652254,864319.8949,1063,3.47093669,202012
6436,7026,מגורים,1,יבנה,מגורים,577840,5,0,0,8,3,4,3,1,8,7,0,0,0,7,7,3466.411465,577840.1289,2660,8.652914302,202012
6437,0,תעשיה/מסחר/מתקנים,4,חיפה,תעשיה,1673168,22,0,2,39,4,7,32,2,41,46,3,0,0,37,46,7463.860161,1673167.545,4000,13.14870951,202012
6438,0,תעשיה/מסחר/מתקנים,4,רמלה,תעשיה,1638851,28,1,4,66,0,14,50,7,71,56,3,2,1,43,56,5690.482288,1638850.505,8500,17.08514075,202012
6439,2238,מגורים,1,ירושלים,מגורים,250240,3,0,2,3,0,2,3,0,5,6,2,0,0,2,6,2157.77689,250239.8668,3000,11.98849105,202012
6440,2842,מגורים,1,רמת השרון,מגורים,330563,12,0,3,13,5,2,9,4,16,19,2,1,1,14,19,2421.831958,330562.7241,2650,36.30170346,202012
6441,5010,מגורים,1,יקנעם עילית,מגורים,809248,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,3687.120087,809247.5129,240,1.235715133,202012
6442,3827,מגורים,1,עין החורש גבעת חיים (מאוחד) חגלה גבעת חיים (איחוד),מגורים,23221802,25,2,2,44,0,4,35,9,48,50,2,4,1,37,50,27156.7781,23221801.96,0,1.076574505,202012
6443,3599,מגורים,1,מולדת רמת צבי טייבה (בעמק),מגורים,45159574,2,1,1,2,0,1,3,0,4,3,1,0,0,1,3,47002.22492,45159573.61,0,0.044287397,202012
6444,17809,מגורים,1,מודיעין עילית,מגורים,1379880,2,0,1,4,0,4,1,0,5,4,0,0,1,3,4,6214.290055,1379880.186,0,1.449401397,202012
6445,0,תעשיה/מסחר/מתקנים,4,פתח תקווה,תעשיה,424971,13,0,0,21,1,1,17,3,21,27,2,2,0,22,27,2793.490173,424970.9356,7900,30.59032263,202012
6446,2653,מגורים,1,תל אביב -יפו,מגורים,406552,22,0,6,27,5,2,26,4,33,42,9,0,1,26,42,2733.373765,406551.7176,5000,54.11361892,202012
6447,1730,מגורים,1,נתניה,מגורים,337960,16,0,2,27,4,7,14,8,29,28,0,0,1,24,28,2655.678744,337960.2102,7400,47.34288081,202012
6448,3349,מגורים,1,חיפה,מגורים,463716,10,0,2,12,5,0,10,4,14,17,1,0,0,14,17,3760.806429,463716.2692,4000,21.56492336,202012
6449,4670,מגורים,1,גבעתיים,מגורים,242153,31,0,5,31,14,6,20,10,36,49,16,1,0,27,49,2083.795166,242152.9521,6300,128.0182364,202012
6450,9617,מגורים,1,כפר כנא,מגורים,2107919,4,0,1,6,0,2,4,1,7,8,0,0,0,7,8,9657.258333,2107919.14,509,1.897606122,202012
6451,0,פנאי/טבע/ספורט,3,כפר קאסם,שטח פתוח,3875782,21,2,5,35,1,4,35,3,42,45,4,5,2,30,45,8719.871789,3875781.572,634,5.418261399,202012
6452,493,מגורים,1,אורים,מגורים,19853533,8,0,4,15,0,2,15,2,19,15,0,1,0,9,15,33127.55976,19853532.59,0,0.402950951,202012
6453,0,תעשיה/מסחר/מתקנים,4,ראשון לציון,תעשיה,649714,20,0,5,31,3,8,25,3,36,40,6,1,1,29,40,3399.531038,649713.5758,8300,30.78277519,202012
6454,3090,מגורים,1,ג'ש (גוש חלב),מגורים,8040072,14,1,5,33,0,9,27,3,39,26,1,1,0,17,26,17800.06948,8040072.278,0,1.741277939,202012
6455,2750,מגורים,1,הוד השרון,מגורים,842128,8,0,0,15,3,2,12,1,15,20,2,0,0,14,20,3643.633721,842127.8022,9700,9.499743507,202012
6456,4094,מגורים,1,מעלות-תרשיחא,מגורים,571641,2,0,0,2,2,0,1,1,2,2,0,0,0,2,2,3217.533976,571640.6724,1063,3.498699359,202012
6457,0,פנאי/טבע/ספורט,3,רמת השרון,שטח פתוח,692829,70,1,14,107,0,16,90,14,122,143,33,3,2,87,143,3494.855273,692828.5838,2650,101.0350317,202012
6458,3693,מגורים,1,עמנואל,מגורים,7842593,9,0,1,17,0,3,15,0,18,19,0,0,0,13,19,11763.61386,7842592.839,0,1.147579633,202012
6459,3636,מגורים,1,באר שבע,מגורים,361945,18,0,4,33,5,10,23,4,37,33,0,0,0,28,33,2740.363583,361945.3693,9000,49.73131277,202012
6460,3311,מגורים,1,רמלה,מגורים+ תעשיה,616673,18,1,2,32,1,2,30,3,35,39,4,0,0,29,39,3669.579585,616672.8784,8500,29.18888941,202012
6461,4926,מגורים,1,ירושלים,מגורים,287625,9,0,1,10,3,2,5,4,11,14,0,0,0,10,14,3540.803674,287624.7259,3000,31.29074316,202012
6462,3066,מגורים,1,רמת גן,מגורים,235648,10,0,3,11,3,2,8,4,14,20,2,0,0,13,20,2491.473815,235648.4338,8600,42.43617599,202012
6463,2673,מגורים,1,נופית,מגורים,7584170,4,0,0,7,0,0,7,0,7,8,1,0,0,7,8,13781.55102,7584170.23,0,0.527414338,202012
6464,6850,מגורים,1,אבן יהודה,מגורים,3585743,23,0,7,33,8,8,25,7,40,47,5,1,1,34,47,9780.297799,3585742.547,182,6.414291264,202012
6465,2273,מגורים,1,מבשרת ציון,מגורים,360505,1,0,0,3,0,1,2,0,3,2,0,0,0,2,2,2904.390828,360505.3791,1015,2.773886631,202012
6466,4607,מגורים,1,פתח תקווה,מגורים,290879,122,2,13,137,71,15,85,42,152,181,13,2,12,118,181,2264.964099,290878.5277,7900,419.4183836,202012
6467,5351,מגורים,1,ירושלים,מגורים,249393,3,0,2,6,4,3,5,0,8,6,0,0,0,6,6,2432.872137,249393.3949,3000,12.02920691,202012
6468,3977,מגורים,1,תל אביב -יפו,מגורים,221912,28,0,4,27,9,1,22,8,31,49,9,1,3,22,49,2050.8367,221911.8161,5000,126.1761419,202012
6469,3339,מגורים,1,חיפה,מגורים+ בית חולים,319372,17,0,2,25,5,9,14,4,27,33,1,0,0,30,33,4533.59749,319372.3564,4000,53.22946282,202012
6470,3925,מגורים,1,נתניה,מגורים,244942,5,0,1,5,4,3,0,3,6,7,0,0,0,5,7,2255.079611,244942.3021,7400,20.41299573,202012
6471,7651,מגורים,1,ראמה,מגורים,6414194,55,0,9,177,0,40,137,9,186,123,2,7,0,95,123,15474.44228,6414194.168,543,8.57473285,202012
6472,8056,מגורים,1,גני תקווה,מגורים,1210776,21,0,3,23,14,8,9,9,26,27,2,0,2,19,27,5315.62001,1210776.166,229,17.34424865,202012
6473,6941,מגורים,1,שעב,מגורים,10794694,23,1,3,77,0,22,57,2,81,47,4,4,0,35,47,22103.32701,10794693.9,538,2.130676423,202012
6474,1156,מגורים,1,בית עריף,מגורים,5393539,1,0,0,3,0,0,3,0,3,2,0,0,0,2,2,11356.34205,5393538.734,0,0.185407021,202012
6475,0,עתידי/לא ידוע,5,עזון,לא ידוע,30664176,52,6,13,108,2,24,96,7,127,114,5,3,0,77,114,30977.90106,30664175.76,0,1.695789902,202012
6476,5257,מגורים,1,קריית מלאכי,תעשיה+מגורים,457616,3,0,1,3,3,1,3,0,4,3,0,0,0,3,3,2763.456148,457616.0749,1034,6.555714835,202012
6477,5791,מגורים,1,ראשון לציון,מגורים,478804,14,0,2,18,8,5,13,2,20,24,1,0,0,21,24,3238.831666,478804.1438,8300,29.23952181,202012
6478,3120,מגורים,1,ראש פינה,מגורים,12785703,58,1,8,130,2,23,105,10,139,119,7,4,0,87,119,36192.53257,12785702.94,26,4.536316853,202012
6479,5524,מגורים,1,ירושלים,מגורים,253503,48,0,8,62,15,11,49,8,70,81,6,1,3,60,81,2502.607786,253502.631,3000,189.3468716,202012
6480,5234,מגורים,1,קריית ביאליק,מגורים,403553,11,0,3,17,5,3,12,5,20,21,0,0,1,17,21,2662.887415,403552.5367,9500,27.25788186,202012
6481,0,מוסדי/ציבורי,2,רמת השרון,מתחם ציבורי,975744,55,0,5,100,0,8,83,13,105,127,7,4,1,94,127,4190.177938,975744.4953,2650,56.36724387,202012
6482,0,עתידי/לא ידוע,5,באר שבע,שטח לדרכים,160045,14,1,0,43,2,4,37,3,44,35,0,1,0,25,35,1712.00943,160044.9687,9000,87.47539754,202012
6483,6383,מגורים,1,כפר סבא,מגורים,806822,4,0,0,4,4,0,4,0,4,4,0,0,0,4,4,4666.218994,806821.7679,6900,4.957723017,202012
6484,4155,מגורים,1,ירושלים,מגורים+ בית חולים,228142,22,0,3,26,6,3,20,5,29,40,12,0,0,19,40,2227.832212,228142.0634,3000,96.43117006,202012
6485,624,מגורים,1,גבים ומכללת ספיר,מגורים + מכללה אקדמאית,1524792,14,0,3,28,1,9,21,1,31,28,2,1,0,21,28,5439.950031,1524791.964,0,9.181580176,202012
6486,709,תעשיה/מסחר/מתקנים,4,רמת גן,מסחר,235500,53,0,9,59,15,2,58,7,68,98,22,2,1,65,98,2157.999213,235500.2435,8600,225.0530786,202012
6487,5871,מגורים,1,יפיע,מגורים,1799373,11,0,3,27,1,10,20,0,30,17,1,0,0,11,17,7306.342876,1799373.312,499,6.113240557,202012
6488,2208,מגורים,1,אום אל-פחם,מגורים,4909829,24,0,1,58,2,15,42,2,59,48,1,2,0,36,48,13394.40874,4909829.186,2710,4.888153946,202012
