נבדק ואושר,סוג נכס,מהות עסקה,מקור,"ת""ח",חלקה,גוש,תאריך עסקה,עיר,רחוב,מספר,כניסה,דירה,מחיר מוצהר,מחיר מוערך,שטח ברוטו,שטח נטו,מגרש,חדרים,מחיר למר,מחיר לחדר,גלריה,מרפסת,קומה,קומות,דירות בבנין,מעלית,חניה,מחסן,גג,חצר,שנת בניה,זכויות בניה,אחוזי בניה,תפקוד הבנין,מהות הזכות,תפקוד היחידה  ,שומה חלקים
לא,דירת מגורים,דירה בבית קומות,רשות,0,26,6884,14/04/2015,תל אביב -יפו,אשכול לוי,57,,,"2,800,000","2,800,000",115,115,,5,"24,348","560,000",,,6,10,39,,2,,,,2007,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,192,6336,14/04/2015,תל אביב -יפו,ברק,4,,0,"10,300,000","10,300,000",330,0,0,7,"31,212","1,471,429",0,,1,3,1,,0,0,0,0,1996,,,מגורים,בעלות,בית בודד,1
לא,דירת מגורים,דירה בבית קומות,רשות,13,26,6943,14/04/2015,תל אביב -יפו,יסוד המעלה,31,,,"1,234,100","1,234,100",,50,,2,"24,682","617,050",,,3,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,17,26,6943,14/04/2015,תל אביב -יפו,יסוד המעלה,31,,,"1,239,100","1,239,100",,50,,2,"24,782","619,550",,,4,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,161,6615,14/04/2015,תל אביב -יפו,ענתות,35,,,"4,364,599","4,364,599",,150,,5.5,"29,097","793,563",,,5,6,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,161,6615,14/04/2015,תל אביב -יפו,ענתות,35,,,"4,364,600","4,364,600",,150,,5.5,"29,097","793,564",,,5,6,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,22,157,7016,14/04/2015,תל אביב -יפו,אילת,2,,,"2,349,998","2,349,998",58,,,2,"40,517","1,174,999",,,4,5,,,,,,,2012,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,192,6336,14/04/2015,תל אביב -יפו,ברק,4,,,"10,300,000","10,300,000",330,,,7,"31,212","1,471,429",,,1,3,1,,,,,,1996,,,מגורים,בעלות,בית בודד,1
לא,דירת מגורים,דירה בבית קומות,רשות,59,596,6134,14/04/2015,תל אביב -יפו,דרך משה דיין,63,,,"2,370,000","2,370,000",,136,,5.5,"17,426","430,909",,,6,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,52,6885,14/04/2015,תל אביב -יפו,עמיחי יהודה,1,,0,"2,964,720","2,964,720",0,98,0,4,"30,252","741,180",0,,1,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,17,26,6943,14/04/2015,תל אביב -יפו,יסוד המעלה,31,,0,"1,239,100","1,239,100",0,50,0,2,"24,782","619,550",0,,4,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,13,26,6943,14/04/2015,תל אביב -יפו,יסוד המעלה,31,,0,"1,234,100","1,234,100",0,50,0,2,"24,682","617,050",0,,3,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,108,7051,13/04/2015,תל אביב -יפו,אברבנאל,49,,,"1,219,999","1,219,999",37,,,2,"32,973","610,000",,,1,8,87,,,,,,2006,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,58,596,6134,13/04/2015,תל אביב -יפו,דרך משה דיין,63,,,"1,700,000","1,700,000",,85,,3,"20,000","566,667",,,6,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,50,6911,13/04/2015,תל אביב -יפו,טרומפלדור,48,,,"2,743,998","2,743,998",106,,,4,"25,887","686,000",,,0,4,,,,,,,1935,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,21,26,6943,13/04/2015,תל אביב -יפו,יסוד המעלה,31,,,"1,244,100","1,244,100",,50,,2,"24,882","622,050",,,5,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,223,7050,13/04/2015,תל אביב -יפו,פעמונית,24,,0,"980,000","980,000",91,90,0,3,"10,889","326,667",0,,8,8,0,,0,0,45,0,2000,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,213,185,7000,13/04/2015,תל אביב -יפו,טולקובסקי,4,,0,"1,466,314","1,466,314",0,88,0,4,"16,663","366,579",0,,6,8,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,112,184,7000,13/04/2015,תל אביב -יפו,טוכולסקי קורט,10,,0,"1,613,267","1,613,267",0,102,0,4,"15,816","403,317",0,,6,9,0,,1,0,0,0,2015,,,מגורים,חכירה ממינהל 49 שנים,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,110,185,7000,13/04/2015,תל אביב -יפו,טולקובסקי,6,,0,"1,630,001","1,630,001",0,109,0,4,"14,954","407,500",0,,5,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,214,185,7000,13/04/2015,תל אביב -יפו,טולקובסקי,4,,0,"1,070,923","1,070,923",0,65,0,2,"16,476","535,462",0,,7,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,211,182,7000,13/04/2015,תל אביב -יפו,טולקובסקי,7,,0,"1,630,001","1,630,001",0,110,0,4,"14,818","407,500",0,,5,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,185,7000,13/04/2015,תל אביב -יפו,טולקובסקי,4,,0,"1,349,398","1,349,398",0,95,0,3,"14,204","449,799",0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,10,56,7071,13/04/2015,תל אביב -יפו,בית אשל,11,,,"1,850,000","1,850,000",42,42,,2,"44,048","925,000",,,2,4,19,,,,,,2009,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,21,26,6943,13/04/2015,תל אביב -יפו,יסוד המעלה,31,,0,"1,244,100","1,244,100",0,50,0,2,"24,882","622,050",0,,5,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,82,6993,12/04/2015,תל אביב -יפו,גרוסמן מאיר,41,,,"1,070,000","1,070,000",69,69,,3,"15,507","356,667",,,2,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,77,7047,12/04/2015,תל אביב -יפו,"שד חב""ד",40,,,"356,000","356,000",61,,,3,"5,836","118,667",,,1,3,5,,,,,,1950,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,213,185,7000,12/04/2015,תל אביב -יפו,טולקובסקי,6,,0,"1,600,000","1,600,000",0,102,0,4,"15,686","400,000",0,,6,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,36,233,7110,12/04/2015,תל אביב -יפו,בנימיני,3,,,"33,640","33,640",62,62,,3,543,"11,213",,,1,8,,,,,,,1935,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,184,7050,12/04/2015,תל אביב -יפו,קהלת קנדה,45,,0,"910,000","910,000",56,0,0,3,"16,250","303,333",0,,2,4,24,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,82,6993,12/04/2015,תל אביב -יפו,שזר זלמן,58,,0,"1,070,000","1,070,000",69,69,0,3,"15,507","356,667",0,,2,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,77,7047,12/04/2015,תל אביב -יפו,שד חבד,42,,0,"356,000","356,000",61,0,0,3,"5,836","118,667",0,,1,3,5,,0,0,0,0,1950,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,79,7229,12/04/2015,תל אביב -יפו,הירקון,4,,,"3,915,000","3,915,000",85,,,4,"46,059","978,750",,,4,7,14,,,,,,2009,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,95,6985,12/04/2015,תל אביב -יפו,שילר,8,,,"1,635,000","1,635,000",74,,,3.5,"22,095","467,143",,,1,2,,,,,,,1960,,,מגורים,חכירה מאחר 1 שנה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,59,6985,12/04/2015,תל אביב -יפו,קפלנסקי,8,,,"64,286","64,286",76,,,3,846,"21,429",,,0,2,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,0.06
לא,דירת מגורים,דירה בבית קומות,רשות,1,153,7047,08/04/2015,תל אביב -יפו,"ציהתל""י",53,,,"550,000","550,000",47,47,,2,"11,702","275,000",,,1,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,3,10,8991,08/04/2015,תל אביב -יפו,קדם,75,,,"4,450,000","4,450,000",113,,,3,"39,381","1,483,333",,,2,4,7,,,,,,2010,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,153,7047,08/04/2015,תל אביב -יפו,שד ירושלים,144,,0,"550,000","550,000",47,47,0,2,"11,702","275,000",0,,1,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,3,10,8991,08/04/2015,תל אביב -יפו,קדם,75,,0,"4,450,000","4,450,000",113,0,0,3,"39,381","1,483,333",0,,2,4,7,,0,0,0,0,2010,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,1110,6212,08/04/2015,תל אביב -יפו,שד סמאטס,20,,,"3,367,500","3,367,500",81,81,,3,"41,574","1,122,500",,,1,4,8,,,,,,1950,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,24,184,7050,07/04/2015,תל אביב -יפו,קהלת קנדה,41,,0,"700,000","700,000",56,56,0,3,"12,500","233,333",0,,3,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,26,71,7074,07/04/2015,תל אביב -יפו,נחל הבשור,26,,0,"850,000","850,000",43,0,0,2,"19,767","425,000",0,,4,4,0,,0,0,0,0,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,20,90,7103,07/04/2015,תל אביב -יפו,לינקולן,5,,0,"2,475,000","2,475,000",60,60,0,3,"41,250","825,000",0,,2,4,0,,0,0,0,0,1955,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,102,646,6217,07/04/2015,תל אביב -יפו,סוטין,29,,,"7,300,000","7,300,000",,109,,4,"66,972","1,825,000",,,21,29,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,953,6133,07/04/2015,תל אביב -יפו,הורדצקי,2,,,"1,905,000","1,905,000",104,,,4,"18,317","476,250",,,2,2,6,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,26,71,7074,07/04/2015,תל אביב -יפו,נחל הבשור,26,,,"850,000","850,000",43,,,2,"19,767","425,000",,,4,4,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,20,4,6136,06/04/2015,תל אביב -יפו,רח 3503,1,,,"1,798,000","1,798,000",,89,,4,"20,202","449,500",,,5,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,27,6943,06/04/2015,תל אביב -יפו,יסוד המעלה,29,,,"930,000","930,000",37,,,2,"25,135","465,000",,,2,3,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,353,6636,06/04/2015,תל אביב -יפו,קהלת ורשה,75,,0,"1,515,000","1,515,000",22,0,0,2,"68,864","757,500",0,,2,2,0,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,688,6212,06/04/2015,תל אביב -יפו,ויצמן,98,,,"2,370,000","2,370,000",60,,,2,"39,500","1,185,000",,,1,4,,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,14,15,7011,06/04/2015,תל אביב -יפו,רזיאל,2,,,"1,870,000","1,870,000",,52,,2,"35,962","935,000",,,2,6,35,,,,,,2017,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,385,6636,05/04/2015,תל אביב -יפו,קהלת לודז,45,,0,0,"2,200,000",55,0,0,2,"40,000","1,100,000",0,,1,2,0,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,97,1000,6133,04/04/2015,תל אביב -יפו,הרכבי אברהם,15,,,"1,640,000","1,640,000",85,85,,3.5,"19,294","468,571",,,4,7,28,,,,,,1976,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,42,7023,03/04/2015,תל אביב -יפו,קיוסו אלברט,6,,,"1,400,000","1,400,000",85,,,4,"16,471","350,000",,,2,3,12,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,0.88
לא,דירת מגורים,דירה בבית קומות,רשות,38,97,6136,02/04/2015,תל אביב -יפו,אב,1,,,"2,050,000","2,050,000",,129,,5,"15,891","410,000",,,10,11,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,15,4,6136,02/04/2015,תל אביב -יפו,רח 3503,1,,,"2,000,000","2,000,000",,111,,5,"18,018","400,000",,,5,17,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,57,4,6136,02/04/2015,תל אביב -יפו,רח 3503,1,,,"2,060,000","2,060,000",,125,,5,"16,480","412,000",,,15,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,13,198,7045,02/04/2015,תל אביב -יפו,ציהתלי,2,,,"1,950,000","1,950,000",59,59,,2,"33,051","975,000",,,0,4,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,22,518,6214,02/04/2015,תל אביב -יפו,עין גדי,4,,,"2,100,000","2,100,000",50,47,,2,"44,681","1,050,000",,,2,3,28,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,9,68,6977,02/04/2015,תל אביב -יפו,מירון,7,,,"1,600,000","1,600,000",74,,,2,"21,622","800,000",,,3,3,,,,,,,1920,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,95,139,6631,02/04/2015,תל אביב -יפו,פינשטיין מאיר,6,,,"5,910,000","5,910,000",131,,,5,"45,115","1,182,000",,,8,9,98,,,,,,1993,,,מגורים,בעלות,דירת גג )פנטהאוז(,1
לא,דירת מגורים,דירה בבית קומות,רשות,94,9,7446,02/04/2015,תל אביב -יפו,הרכבת,16,,,"2,080,385","2,080,385",,32,,2.5,"65,012","832,154",,,0,7,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,35,7422,02/04/2015,תל אביב -יפו,ראשונים,7,,,"3,600,000","3,600,000",80,,,4,"45,000","900,000",,,2,4,8,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,95,139,6631,02/04/2015,תל אביב -יפו,פינשטיין מאיר,6,,0,"5,910,000","5,910,000",131,0,0,5,"45,115","1,182,000",0,,8,9,98,,0,0,0,0,1993,,,מגורים,בעלות,דירת גג )פנטהאוז(,1
לא,דירת מגורים,דירה בבית קומות,רשות,3,35,7422,02/04/2015,תל אביב -יפו,ראשונים,7,,0,"3,600,000","3,600,000",80,0,0,4,"45,000","900,000",0,,2,4,8,,0,0,0,0,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,7,6912,02/04/2015,תל אביב -יפו,טשרניחובסקי,1,,0,"2,075,750","2,075,750",0,98,0,4,"21,181","518,938",0,,2,8,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,0.5
לא,דירת מגורים,דירה בבית קומות,רשות,26,145,7093,02/04/2015,תל אביב -יפו,תוצרת הארץ,9,,,"2,950,000","2,950,000",120,120,,5,"24,583","590,000",,,10,32,120,,2,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,85,7242,02/04/2015,תל אביב -יפו,מור,999,,0,"1,780,000","1,780,000",0,134,0,5,"13,284","356,000",0,,1,8,38,,1,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,52,6885,02/04/2015,תל אביב -יפו,עמיחי יהודה,1,,0,"2,550,610","2,550,610",0,98,0,4,"26,027","637,653",0,,1,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,11,52,6885,02/04/2015,תל אביב -יפו,אב,999,,0,"3,204,720","3,204,720",0,101,0,4,"31,730","801,180",0,,3,6,18,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,8,52,6885,02/04/2015,תל אביב -יפו,רח ל,999,,0,"3,121,720","3,121,720",0,98,0,4,"31,854","780,430",0,,2,6,18,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,142,7023,01/04/2015,תל אביב -יפו,קיוסו אלברט,5,,,"1,019,999","1,019,999",75,75,,3,"13,600","340,000",,,3,8,,,,,,,1970,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,20,150,7084,01/04/2015,תל אביב -יפו,הרצל,98,,,"1,150,000","1,150,000",50,,,2,"23,000","575,000",,,4,4,16,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,34,7,7090,01/04/2015,תל אביב -יפו,וינגייט,16,,,"1,390,002","1,390,002",51,51,,2,"27,255","695,001",,,3,31,36,,,,,,1950,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,3,6971,01/04/2015,תל אביב -יפו,בעל העקידה,1,,,"1,450,000","1,450,000",50,50,,2,"29,000","725,000",,,2,3,2,,,,,,1949,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,16,18,7455,01/04/2015,תל אביב -יפו,"מזא""ה",42,,,"2,600,000","2,600,000",72,72,,3,"36,111","866,667",,,1,4,,,,,,,2005,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,1,7081,01/04/2015,תל אביב -יפו,יהודה מרגוזה,7,,,"3,450,000","3,450,000",,121,,4,"28,512","862,500",,,1,3,19,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,132,719,6108,01/04/2015,תל אביב -יפו,אלוני ניסים,17,,,"7,550,000","7,550,000",164,164,,5,"46,037","1,510,000",,,26,42,100,,1,,,,2008,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,25,4,6136,01/04/2015,תל אביב -יפו,רח 3503,1,,,"1,779,555","1,779,555",,100,,4,"17,796","444,889",,,7,18,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,52,6885,01/04/2015,תל אביב -יפו,רח ל,999,,0,"3,485,901","3,485,901",0,123,0,5,"28,341","697,180",0,,2,6,18,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,52,6885,01/04/2015,תל אביב -יפו,עמיחי יהודה,1,,0,"3,009,720","3,009,720",0,100,0,4,"30,097","752,430",0,,1,6,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,2,4,7241,01/04/2015,תל אביב -יפו,ליבנה אליעזר,6,,0,"1,350,000","1,350,000",50,50,0,3.5,"27,000","385,714",0,,2,4,0,,0,0,0,0,1935,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,0,66,6213,01/04/2015,תל אביב -יפו,אבן גבירול,142,,0,"1,450,000","1,450,000",30,30,0,1.5,"48,333","966,667",0,,2,4,12,,0,0,0,0,1950,,,מגורים,בעלות כפופה לחכירה,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,211,185,7000,01/04/2015,תל אביב -יפו,טולקובסקי,6,,0,"1,579,999","1,579,999",0,102,0,4,"15,490","395,000",0,,5,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,21,185,7000,01/04/2015,תל אביב -יפו,טולקובסקי,4,,0,"1,321,721","1,321,721",0,93,0,3,"14,212","440,574",0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,112,182,7000,01/04/2015,תל אביב -יפו,טולקובסקי,7,,0,"1,600,000","1,600,000",0,101,0,4,"15,842","400,000",0,,6,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,211,184,7000,01/04/2015,תל אביב -יפו,טולקובסקי,8,,0,"1,516,379","1,516,379",0,95,0,4,"15,962","379,095",0,,5,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,21,182,7000,01/04/2015,תל אביב -יפו,טולקובסקי,7,,0,"1,379,999","1,379,999",0,95,0,3,"14,526","460,000",0,,1,8,0,,0,0,0,0,2016,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,30,682,6217,01/04/2015,תל אביב -יפו,אבן גבירול,106,,0,"2,857,495","2,857,495",0,61,0,3,"46,844","952,498",0,,4,8,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,40,145,7093,01/04/2015,תל אביב -יפו,תוצרת הארץ,9,,,"2,550,000","2,550,000",125,125,,5,"20,400","510,000",,,13,34,120,,1,,,,2014,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,5,380,7093,01/04/2015,תל אביב -יפו,עמק ברכה,32,,,"2,120,000","2,120,000",91,,,4,"23,297","530,000",,,2,6,,,,,,,1960,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,42,178,7083,01/04/2015,תל אביב -יפו,לוינסקי,7,,,"1,809,998","1,809,998",51,51,,2,"35,490","904,999",,,4,4,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,631,164,7083,01/04/2015,תל אביב -יפו,מרכולת,8,,,"3,088,000","3,088,000",,90,,3,"34,311","1,029,333",,,9,11,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,643,6212,01/04/2015,תל אביב -יפו,שד סמאטס,11,,,"2,950,000","2,950,000",74,74,,3,"39,865","983,333",,,3,5,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,1,63,6963,01/04/2015,תל אביב -יפו,אוסישקין,44,,,"1,900,000","1,900,000",50,50,,2,"38,000","950,000",,,0,6,,,,,,,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,6,176,7050,01/04/2015,תל אביב -יפו,קהלת קנדה,37,,0,"945,001","945,001",64,0,0,3,"14,766","315,000",0,,1,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,10,209,6626,01/04/2015,תל אביב -יפו,אלכסנדר ינאי,23,,0,"2,550,001","2,550,001",80,0,0,3,"31,875","850,000",0,,2,6,32,,0,0,0,0,2000,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,34,61,6948,01/04/2015,תל אביב -יפו,חזנוביץ,10,,0,"1,949,998","1,949,998",0,70,0,3,"27,857","649,999",0,,3,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,67,61,6948,01/04/2015,תל אביב -יפו,חזנוביץ,10,,0,"2,121,901","2,121,901",0,70,0,3,"30,313","707,300",0,,1,7,0,,0,0,0,0,2015,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,42,178,7083,01/04/2015,תל אביב -יפו,לוינסקי,7,,0,"1,809,998","1,809,998",51,51,0,2,"35,490","904,999",0,,4,4,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,7,10,7429,01/04/2015,תל אביב -יפו,העבודה,34,,0,"2,000,000","2,000,000",59,56,0,2,"35,714","1,000,000",0,,2,5,10,,0,0,0,0,1980,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,61,43,6620,01/04/2015,תל אביב -יפו,מיכאל )נאמן(,18,,0,"3,750,002","3,750,002",115,115,0,4,"32,609","937,501",0,,4,11,0,,0,0,0,0,1970,,,מגורים,בעלות,דירה בבית קומות,1
לא,דירת מגורים,דירה בבית קומות,רשות,4,34,6983,01/04/2015,תל אביב -יפו,גורי ישראל,58,,,"1,200,001","1,200,001",46,,,2,"26,087","600,001",,,1,2,,,,,,,1970,,,מגורים,בעלות,דירה בבית קומות,1
